id_pais,id_regiao,id_estado,municipio,municipio_estado,latitude,longitude,id_municipio
1,1,20,Alta Floresta D'Oeste,Alta Floresta D'Oeste (RO),"-12,47","-62,27",1
1,1,20,Cacoal,Cacoal (RO),"-11,3","-61,32",2
1,1,20,Cerejeiras,Cerejeiras (RO),"-13,2","-61,26",3
1,1,20,Colorado do Oeste,Colorado do Oeste (RO),"-13,16","-60,55",4
1,1,20,Corumbiara,Corumbiara (RO),"-12,93","-61,09",5
1,1,20,Espigão D'Oeste,Espigão D'Oeste (RO),"-11,35","-60,78",6
1,1,20,Ji-Paraná,Ji-Paraná (RO),"-10,46","-61,76",7
1,1,20,Ouro Preto do Oeste,Ouro Preto do Oeste (RO),"-10,61","-62,17",8
1,1,20,Pimenta Bueno,Pimenta Bueno (RO),"-11,89","-60,83",9
1,1,20,Porto Velho,Porto Velho (RO),"-9,153","-64,31",10
1,1,20,Presidente Médici,Presidente Médici (RO),"-11,17","-61,88",11
1,1,20,Rolim de Moura,Rolim de Moura (RO),"-11,73","-61,77",12
1,1,20,Santa Luzia D'Oeste,Santa Luzia D'Oeste (RO),"-12,03","-61,7",13
1,1,20,Vilhena,Vilhena (RO),"-12,09","-60,25",14
1,1,20,São Miguel do Guaporé,São Miguel do Guaporé (RO),"-11,61","-62,98",15
1,1,20,Nova Mamoré,Nova Mamoré (RO),"-10,38","-64,63",16
1,1,20,Alvorada D'Oeste,Alvorada D'Oeste (RO),"-11,31","-62,54",17
1,1,20,Alto Alegre dos Parecis,Alto Alegre dos Parecis (RO),"-12,59","-61,88",18
1,1,20,Alto Paraíso,Alto Paraíso (RO),"-9,649","-63,39",19
1,1,20,Cacaulândia,Cacaulândia (RO),"-10,33","-62,99",20
1,1,20,Castanheiras,Castanheiras (RO),"-11,47","-61,88",21
1,1,20,Mirante da Serra,Mirante da Serra (RO),"-11,08","-62,85",22
1,1,20,Monte Negro RO,Monte Negro (RO),"-10,21","-63,37",23
1,1,20,Parecis,Parecis (RO),"-12,26","-61,42",24
1,1,20,Pimenteiras do Oeste,Pimenteiras do Oeste (RO),"-13,17","-61,55",25
1,1,20,São Felipe D'Oeste,São Felipe D'Oeste (RO),"-11,9","-61,47",26
1,1,20,São Francisco do Guaporé,São Francisco do Guaporé (RO),"-12,37","-63,12",27
1,1,20,Urupá,Urupá (RO),"-11,1","-62,42",28
1,1,20,Vale do Paraíso,Vale do Paraíso (RO),"-10,38","-62,09",29
1,1,21,Alto Alegre,Alto Alegre (RR),"3,078257154","-62,76",30
1,1,21,Boa Vista,Boa Vista (RR),"3,117914945","-60,72",31
1,1,21,Bonfim,Bonfim (RR),"2,787100524","-60,1",32
1,1,21,Cantá,Cantá (RR),"2,27283672","-60,54",33
1,1,21,Caracaraí,Caracaraí (RR),"0,990918732","-61,47",34
1,1,21,Caroebe,Caroebe (RR),"0,914688745","-59,34",35
1,1,21,Iracema,Iracema (RR),"2,190465394","-62,45",36
1,1,21,Mucajaí,Mucajaí (RR),"2,513323562",-62,37
1,1,21,Rorainópolis,Rorainópolis (RR),"0,037823123","-61,01",38
1,1,21,São Luiz,São Luiz (RR),"0,884434676","-60,15",39
1,1,12,Abaetetuba,Abaetetuba (PA),"-1,73","-48,88",40
1,1,12,Abel Figueiredo,Abel Figueiredo (PA),"-4,957","-48,42",41
1,1,12,Alenquer,Alenquer (PA),"-0,6047","-55,04",42
1,1,12,Almeirim,Almeirim (PA),"0,284478937","-53,89",43
1,1,12,Altamira,Altamira (PA),"-6,486","-53,89",44
1,1,12,Aurora do Pará,Aurora do Pará (PA),"-2,231","-47,73",45
1,1,12,Bom Jesus do Tocantins,Bom Jesus do Tocantins (PA),"-5,054","-48,76",46
1,1,12,Brejo Grande do Araguaia,Brejo Grande do Araguaia (PA),"-5,736","-48,43",47
1,1,12,Breu Branco,Breu Branco (PA),"-3,733","-49,37",48
1,1,12,Cumaru do Norte,Cumaru do Norte (PA),"-8,458","-51,22",49
1,1,12,Dom Eliseu,Dom Eliseu (PA),"-4,187","-47,9",50
1,1,12,Goianésia do Pará,Goianésia do Pará (PA),"-4,027","-49,01",51
1,1,12,Ipixuna do Pará,Ipixuna do Pará (PA),"-2,806","-47,92",52
1,1,12,Jacundá,Jacundá (PA),"-4,599","-49,18",53
1,1,12,Marabá,Marabá (PA),"-5,63","-50,02",54
1,1,12,Medicilândia,Medicilândia (PA),"-3,16","-53,19",55
1,1,12,Moju,Moju (PA),"-2,684","-49,07",56
1,1,12,Nova Ipixuna,Nova Ipixuna (PA),"-4,981","-49,23",57
1,1,12,Novo Repartimento,Novo Repartimento (PA),"-4,503","-50,27",58
1,1,12,Óbidos,Óbidos (PA),"-0,1699","-55,68",59
1,1,12,Paragominas,Paragominas (PA),"-3,203","-47,6",60
1,1,12,Pau D'Arco,Pau D'Arco (PA),"-7,737","-50,12",61
1,1,12,Porto de Moz,Porto de Moz (PA),"-2,185","-52,55",62
1,1,12,Rondon do Pará,Rondon do Pará (PA),"-4,517","-48,46",63
1,1,12,São João do Araguaia,São João do Araguaia (PA),"-5,447","-48,7",64
1,1,12,Tailândia,Tailândia (PA),"-2,908","-48,74",65
1,1,12,Tucuruí,Tucuruí (PA),"-3,856","-49,82",66
1,1,12,Ulianópolis,Ulianópolis (PA),"-3,81","-47,49",67
1,1,12,Vitória do Xingu,Vitória do Xingu (PA),"-3,135","-51,97",68
1,1,2,Ferreira Gomes,Ferreira Gomes (AP),"0,959033993","-51,42",69
1,1,2,Itaubal,Itaubal (AP),"0,532301444","-50,65",70
1,1,2,Macapá,Macapá (AP),"0,55500447","-50,7",71
1,1,2,Porto Grande,Porto Grande (AP),"0,58786623","-51,67",72
1,1,2,Tartarugalzinho,Tartarugalzinho (AP),"1,294372003","-50,99",73
1,1,25,Abreulândia,Abreulândia (TO),"-9,48","-49,31",74
1,1,25,Aliança do Tocantins,Aliança do Tocantins (TO),"-11,33","-48,91",75
1,1,25,Almas,Almas (TO),"-11,43","-47,21",76
1,1,25,Alvorada,Alvorada (TO),"-12,41","-49,11",77
1,1,25,Ananás,Ananás (TO),"-6,232","-48,19",78
1,1,25,Angico,Angico (TO),"-6,436","-47,91",79
1,1,25,Aparecida do Rio Negro,Aparecida do Rio Negro (TO),"-9,988",-48,80
1,1,25,Araguaçu,Araguaçu (TO),"-12,84","-49,7",81
1,1,25,Araguaína,Araguaína (TO),"-7,332","-48,59",82
1,1,25,Araguatins,Araguatins (TO),"-5,666","-48,11",83
1,1,25,Arraias,Arraias (TO),"-12,82","-47,05",84
1,1,25,Axixá do Tocantins,Axixá do Tocantins (TO),"-5,646","-47,77",85
1,1,25,Babaçulândia,Babaçulândia (TO),"-7,175","-47,86",86
1,1,25,Barra do Ouro,Barra do Ouro (TO),"-7,717","-47,58",87
1,1,25,Bom Jesus do Tocantins,Bom Jesus do Tocantins (TO),"-9,013","-47,88",88
1,1,25,Brejinho de Nazaré,Brejinho de Nazaré (TO),"-11,03","-48,63",89
1,1,25,Cachoeirinha,Cachoeirinha (TO),"-6,09","-47,84",90
1,1,25,Campos Lindos,Campos Lindos (TO),"-8,203","-46,8",91
1,1,25,Caseara,Caseara (TO),"-9,4","-49,85",92
1,1,25,Centenário,Centenário (TO),"-9,074","-47,44",93
1,1,25,Chapada da Natividade,Chapada da Natividade (TO),"-11,54","-47,85",94
1,1,25,Conceição do Tocantins,Conceição do Tocantins (TO),"-12,17","-47,3",95
1,1,25,Couto Magalhães,Couto Magalhães (TO),"-8,437","-49,16",96
1,1,25,Cristalândia,Cristalândia (TO),"-10,64","-49,31",97
1,1,25,Crixás do Tocantins,Crixás do Tocantins (TO),"-11,17","-49,07",98
1,1,25,Darcinópolis,Darcinópolis (TO),"-6,763","-47,77",99
1,1,25,Dianópolis,Dianópolis (TO),"-11,7","-46,81",100
1,1,25,Dois Irmãos do Tocantins,Dois Irmãos do Tocantins (TO),"-9,271","-49,07",101
1,1,25,Dueré,Dueré (TO),"-11,43","-49,39",102
1,1,25,Figueirópolis,Figueirópolis (TO),"-12,26","-49,28",103
1,1,25,Filadélfia TO,Filadélfia (TO),"-7,497","-47,79",104
1,1,25,Formoso do Araguaia,Formoso do Araguaia (TO),"-11,96","-50,1",105
1,1,25,Goiatins,Goiatins (TO),"-8,094","-47,48",106
1,1,25,Guaraí,Guaraí (TO),"-8,739","-48,44",107
1,1,25,Gurupi,Gurupi (TO),"-11,65","-48,89",108
1,1,25,Itaguatins,Itaguatins (TO),"-5,804","-47,6",109
1,1,25,Jaú do Tocantins,Jaú do Tocantins (TO),"-12,75","-48,65",110
1,1,25,Juarina,Juarina (TO),"-8,14","-49,11",111
1,1,25,Lagoa do Tocantins,Lagoa do Tocantins (TO),"-10,34","-47,48",112
1,1,25,Lajeado TO,Lajeado (TO),"-9,849","-48,29",113
1,1,25,Lizarda,Lizarda (TO),"-9,525","-46,94",114
1,1,25,Marianópolis do Tocantins,Marianópolis do Tocantins (TO),"-9,788","-49,7",115
1,1,25,Maurilândia do Tocantins,Maurilândia do Tocantins (TO),"-6,024","-47,59",116
1,1,25,Miracema do Tocantins,Miracema do Tocantins (TO),"-9,754","-48,55",117
1,1,25,Miranorte,Miranorte (TO),"-9,417","-48,68",118
1,1,25,Monte do Carmo,Monte do Carmo (TO),"-10,75","-48,02",119
1,1,25,Palmeiras do Tocantins,Palmeiras do Tocantins (TO),"-6,6","-47,64",120
1,1,25,Natividade TO,Natividade (TO),"-11,8","-47,65",121
1,1,25,Nazaré TO,Nazaré (TO),"-6,33","-47,78",122
1,1,25,Nova Olinda,Nova Olinda (TO),"-7,638","-48,36",123
1,1,25,Novo Acordo,Novo Acordo (TO),"-10,16","-47,38",124
1,1,25,Palmeirante,Palmeirante (TO),"-7,886","-48,16",125
1,1,25,Paranã,Paranã (TO),"-12,7","-47,81",126
1,1,25,Pedro Afonso,Pedro Afonso (TO),"-9,227","-48,03",127
1,1,25,Peixe,Peixe (TO),-12,"-48,56",128
1,1,25,Piraquê,Piraquê (TO),"-6,739","-48,24",129
1,1,25,Pium,Pium (TO),"-10,21","-49,87",130
1,1,25,Ponte Alta do Bom Jesus,Ponte Alta do Bom Jesus (TO),"-12,05","-46,58",131
1,1,25,Ponte Alta do Tocantins,Ponte Alta do Tocantins (TO),"-10,75","-47,33",132
1,1,25,Porto Alegre do Tocantins,Porto Alegre do Tocantins (TO),"-11,51","-47,05",133
1,1,25,Porto Nacional,Porto Nacional (TO),"-10,54","-48,5",134
1,1,25,Pugmil,Pugmil (TO),"-10,42","-48,88",135
1,1,25,Riachinho,Riachinho (TO),"-6,46","-48,14",136
1,1,25,Rio da Conceição,Rio da Conceição (TO),"-11,34","-46,75",137
1,1,25,Rio Sono,Rio Sono (TO),"-9,648","-47,5",138
1,1,25,Santa Fé do Araguaia,Santa Fé do Araguaia (TO),"-7,094","-48,97",139
1,1,25,Santa Maria do Tocantins,Santa Maria do Tocantins (TO),"-8,824","-47,85",140
1,1,25,Santa Rita do Tocantins,Santa Rita do Tocantins (TO),"-10,97","-49,3",141
1,1,25,Santa Terezinha do Tocantins,Santa Terezinha do Tocantins (TO),"-6,472","-47,75",142
1,1,25,São Bento do Tocantins,São Bento do Tocantins (TO),"-5,975","-47,94",143
1,1,25,São Félix do Tocantins,São Félix do Tocantins (TO),"-10,07","-46,68",144
1,1,25,São Miguel do Tocantins,São Miguel do Tocantins (TO),"-5,543","-47,6",145
1,1,25,São Salvador do Tocantins,São Salvador do Tocantins (TO),"-12,58","-48,37",146
1,1,25,São Valério,São Valério (TO),"-11,8","-48,17",147
1,1,25,Silvanópolis,Silvanópolis (TO),"-11,13","-48,01",148
1,1,25,Sucupira,Sucupira (TO),"-12,11","-48,83",149
1,1,25,Taguatinga,Taguatinga (TO),"-12,39","-46,56",150
1,1,25,Taipas do Tocantins,Taipas do Tocantins (TO),"-12,14","-46,99",151
1,1,25,Palmas,Palmas (TO),"-10,22","-48,15",152
1,1,25,Tocantinópolis,Tocantinópolis (TO),"-6,257","-47,54",153
1,1,25,Tupirama,Tupirama (TO),"-8,938","-48,26",154
1,1,25,Tupiratins,Tupiratins (TO),"-8,357","-48,21",155
1,1,25,Wanderlândia,Wanderlândia (TO),"-6,911",-48,156
1,1,25,Xambioá,Xambioá (TO),"-6,545","-48,45",157
1,2,8,Açailândia,Açailândia (MA),"-4,786","-47,33",158
1,2,8,Alto Parnaíba,Alto Parnaíba (MA),"-9,508","-46,21",159
1,2,8,Amarante do Maranhão,Amarante do Maranhão (MA),"-5,278","-46,58",160
1,2,8,Anapurus,Anapurus (MA),"-3,544","-43,11",161
1,2,8,Balsas,Balsas (MA),"-8,238","-46,34",162
1,2,8,Barão de Grajaú,Barão de Grajaú (MA),"-6,589","-43,19",163
1,2,8,Barra do Corda,Barra do Corda (MA),"-5,503","-45,18",164
1,2,8,Belágua,Belágua (MA),"-3,088","-43,46",165
1,2,8,Benedito Leite,Benedito Leite (MA),"-7,12","-44,57",166
1,2,8,Bom Jardim,Bom Jardim (MA),"-3,9","-46,42",167
1,2,8,Bom Jesus das Selvas,Bom Jesus das Selvas (MA),"-4,601","-46,69",168
1,2,8,Brejo,Brejo (MA),"-3,687","-42,83",169
1,2,8,Buriti,Buriti (MA),"-3,9",-43,170
1,2,8,Buriti Bravo,Buriti Bravo (MA),"-5,789","-43,83",171
1,2,8,Buritirana,Buritirana (MA),"-5,518","-47,06",172
1,2,8,Campestre do Maranhão,Campestre do Maranhão (MA),"-6,176","-47,26",173
1,2,8,Carolina,Carolina (MA),"-7,373","-47,2",174
1,2,8,Caxias,Caxias (MA),"-4,862","-43,29",175
1,2,8,Chapadinha,Chapadinha (MA),"-3,849","-43,45",176
1,2,8,Cidelândia,Cidelândia (MA),"-5,057","-47,83",177
1,2,8,Codó,Codó (MA),"-4,607","-43,89",178
1,2,8,Estreito,Estreito (MA),"-6,782","-47,2",179
1,2,8,Feira Nova do Maranhão,Feira Nova do Maranhão (MA),"-6,998","-46,62",180
1,2,8,Fortaleza dos Nogueiras,Fortaleza dos Nogueiras (MA),"-6,966","-46,08",181
1,2,8,Governador Edison Lobão,Governador Edison Lobão (MA),"-5,718","-47,32",182
1,2,8,Grajaú,Grajaú (MA),"-5,842","-46,01",183
1,2,8,Imperatriz,Imperatriz (MA),"-5,34","-47,58",184
1,2,8,Itinga do Maranhão,Itinga do Maranhão (MA),"-4,271","-47,26",185
1,2,8,João Lisboa,João Lisboa (MA),"-5,227","-47,18",186
1,2,8,Loreto,Loreto (MA),"-7,221","-45,22",187
1,2,8,Mata Roma,Mata Roma (MA),"-3,626","-43,23",188
1,2,8,Matinha,Matinha (MA),"-3,071",-45,189
1,2,8,Matões,Matões (MA),"-5,383","-43,31",190
1,2,8,Milagres do Maranhão,Milagres do Maranhão (MA),"-3,497","-42,8",191
1,2,8,Nova Iorque,Nova Iorque (MA),"-6,75","-44,04",192
1,2,8,Parnarama,Parnarama (MA),"-5,626","-43,47",193
1,2,8,Porto Franco,Porto Franco (MA),"-6,369","-47,18",194
1,2,8,Riachão,Riachão (MA),"-7,598","-46,65",195
1,2,8,Ribamar Fiquene,Ribamar Fiquene (MA),"-5,961","-47,31",196
1,2,8,Sambaíba,Sambaíba (MA),"-7,432","-45,56",197
1,2,8,Santa Inês,Santa Inês (MA),"-3,812","-45,45",198
1,2,8,Santa Luzia,Santa Luzia (MA),"-4,284","-45,9",199
1,2,8,Santa Quitéria do Maranhão,Santa Quitéria do Maranhão (MA),"-3,302","-42,95",200
1,2,8,São Benedito do Rio Preto,São Benedito do Rio Preto (MA),"-3,375","-43,62",201
1,2,8,São Félix de Balsas,São Félix de Balsas (MA),"-7,092","-44,88",202
1,2,8,São Francisco do Brejão,São Francisco do Brejão (MA),"-5,159","-47,35",203
1,2,8,São Francisco do Maranhão,São Francisco do Maranhão (MA),"-6,212","-43,12",204
1,2,8,São João do Paraíso MA,São João do Paraíso (MA),"-6,464","-46,9",205
1,2,8,São Pedro da Água Branca,São Pedro da Água Branca (MA),"-5,134","-48,37",206
1,2,8,São Pedro dos Crentes,São Pedro dos Crentes (MA),"-6,82","-46,71",207
1,2,8,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras (MA),"-7,014","-45,69",208
1,2,8,Sítio Novo,Sítio Novo (MA),"-6,228","-46,6",209
1,2,8,Tasso Fragoso,Tasso Fragoso (MA),"-8,332","-45,89",210
1,2,8,Urbano Santos,Urbano Santos (MA),"-3,305","-43,34",211
1,2,8,Vila Nova dos Martírios,Vila Nova dos Martírios (MA),"-5,075","-48,08",212
1,2,16,Alto Longá,Alto Longá (PI),"-5,379","-42,15",213
1,2,16,Alvorada do Gurguéia,Alvorada do Gurguéia (PI),"-8,456","-43,97",214
1,2,16,Amarante,Amarante (PI),"-6,37","-42,79",215
1,2,16,Antônio Almeida,Antônio Almeida (PI),"-7,219","-44,2",216
1,2,16,Arraial,Arraial (PI),"-6,618","-42,52",217
1,2,16,Baixa Grande do Ribeiro,Baixa Grande do Ribeiro (PI),"-8,506","-45,16",218
1,2,16,Boa Hora,Boa Hora (PI),"-4,354","-42,11",219
1,2,16,Curralinhos,Curralinhos (PI),"-5,616","-42,85",220
1,2,16,Elesbão Veloso,Elesbão Veloso (PI),"-6,187","-42,19",221
1,2,16,Francisco Ayres,Francisco Ayres (PI),"-6,669","-42,72",222
1,2,16,Hugo Napoleão,Hugo Napoleão (PI),"-6,036","-42,5",223
1,2,16,Jardim do Mulato,Jardim do Mulato (PI),"-6,146","-42,53",224
1,2,16,Jerumenha,Jerumenha (PI),"-7,115","-43,5",225
1,2,16,Miguel Leão,Miguel Leão (PI),"-5,701","-42,7",226
1,2,16,Monsenhor Gil,Monsenhor Gil (PI),"-5,608","-42,61",227
1,2,16,Palmeira do Piauí,Palmeira do Piauí (PI),"-8,557","-44,46",228
1,2,16,Palmeirais,Palmeirais (PI),"-5,883","-42,96",229
1,2,16,Passagem Franca do Piauí,Passagem Franca do Piauí (PI),"-5,845","-42,4",230
1,2,16,Regeneração,Regeneração (PI),"-6,352","-42,49",231
1,2,16,Ribeiro Gonçalves,Ribeiro Gonçalves (PI),"-7,974","-45,34",232
1,2,16,São Miguel da Baixa Grande,São Miguel da Baixa Grande (PI),"-5,818","-42,27",233
1,2,16,São Pedro do Piauí,São Pedro do Piauí (PI),"-5,818","-42,79",234
1,2,16,Sebastião Leal,Sebastião Leal (PI),"-7,745","-44,09",235
1,2,16,Teresina,Teresina (PI),"-5,103","-42,74",236
1,2,16,Uruçuí,Uruçuí (PI),"-7,792","-44,57",237
1,2,4,Acaraú,Acaraú (CE),"-2,968","-40,09",238
1,2,4,Amontada,Amontada (CE),"-3,24","-39,79",239
1,2,4,Ararendá,Ararendá (CE),"-4,773","-40,75",240
1,2,4,Bela Cruz,Bela Cruz (CE),"-3,053","-40,31",241
1,2,4,Cascavel,Cascavel (CE),"-4,239","-38,3",242
1,2,4,Ipaporanga,Ipaporanga (CE),"-4,91","-40,8",243
1,2,4,Jardim,Jardim (CE),"-7,592","-39,24",244
1,2,4,Morada Nova,Morada Nova (CE),"-5,037","-38,43",245
1,2,4,Nova Olinda,Nova Olinda (CE),"-7,094","-39,67",246
1,2,4,Nova Russas,Nova Russas (CE),"-4,68","-40,53",247
1,2,4,Novo Oriente,Novo Oriente (CE),"-5,593","-40,77",248
1,2,4,Quixeré,Quixeré (CE),"-5,087","-37,86",249
1,2,4,Russas,Russas (CE),"-4,843","-38,15",250
1,2,4,Santana do Cariri,Santana do Cariri (CE),"-7,223","-39,76",251
1,2,4,Trairi,Trairi (CE),"-3,338","-39,35",252
1,2,18,Acari,Acari (RN),"-6,409","-36,65",253
1,2,18,Barcelona,Barcelona (RN),"-5,961","-35,92",254
1,2,18,Bom Jesus,Bom Jesus (RN),"-6,001","-35,59",255
1,2,18,Campo Redondo,Campo Redondo (RN),"-6,238","-36,21",256
1,2,18,Carnaúba dos Dantas,Carnaúba dos Dantas (RN),"-6,553","-36,55",257
1,2,18,Coronel Ezequiel,Coronel Ezequiel (RN),"-6,357","-36,2",258
1,2,18,Currais Novos,Currais Novos (RN),"-6,224","-36,44",259
1,2,18,Equador,Equador (RN),"-6,882","-36,67",260
1,2,18,Florânia,Florânia (RN),"-6,17","-36,82",261
1,2,18,Jaçanã,Jaçanã (RN),"-6,411","-36,21",262
1,2,18,Januário Cicco,Januário Cicco (RN),"-6,153","-35,61",263
1,2,18,Japi,Japi (RN),"-6,433","-35,9",264
1,2,18,Lagoa de Velhos,Lagoa de Velhos (RN),"-6,011","-35,84",265
1,2,18,Lajes Pintadas,Lajes Pintadas (RN),"-6,148","-36,13",266
1,2,18,Parelhas,Parelhas (RN),"-6,714","-36,62",267
1,2,18,Santa Maria,Santa Maria (RN),"-5,789","-35,72",268
1,2,18,Serra Caiada,Serra Caiada (RN),"-6,105833","-35,71277",269
1,2,18,Riachuelo,Riachuelo (RN),"-5,798","-35,85",270
1,2,18,Ruy Barbosa,Ruy Barbosa (RN),"-5,857","-35,94",271
1,2,18,Santa Cruz,Santa Cruz (RN),"-6,248","-36,01",272
1,2,18,Santana do Seridó,Santana do Seridó (RN),"-6,732","-36,77",273
1,2,18,São José do Campestre,São José do Campestre (RN),"-6,301","-35,74",274
1,2,18,São Paulo do Potengi,São Paulo do Potengi (RN),"-5,934","-35,75",275
1,2,18,São Pedro,São Pedro (RN),"-5,893","-35,63",276
1,2,18,São Tomé,São Tomé (RN),"-5,988","-36,13",277
1,2,18,Senador Elói de Souza,Senador Elói de Souza (RN),"-6,046","-35,68",278
1,2,18,Serra de São Bento,Serra de São Bento (RN),"-6,429","-35,72",279
1,2,18,Sítio Novo,Sítio Novo (RN),"-6,088","-35,93",280
1,2,18,Tangará,Tangará (RN),"-6,213","-35,83",281
1,2,13,Alhandra,Alhandra (PB),"-7,349","-34,93",282
1,2,13,Conde,Conde (PB),"-7,795","-36,65",283
1,2,13,Mamanguape,Mamanguape (PB),"-7,725","-38,21",284
1,2,13,Marcação,Marcação (PB),"-7,038","-35,31",285
1,2,13,Pedras de Fogo,Pedras de Fogo (PB),"-6,669","-35,29",286
1,2,13,Rio Tinto,Rio Tinto (PB),"-7,098","-36,84",287
1,2,13,Santa Rita,Santa Rita (PB),"-7,091","-37,45",288
1,2,15,Barreiros,Barreiros (PE),"-8,82","-35,26",289
1,2,15,Chã de Alegria,Chã de Alegria (PE),"-7,999","-35,22",290
1,2,15,Goiana,Goiana (PE),"-7,606","-34,95",291
1,2,15,Lagoa de Itaenga,Lagoa de Itaenga (PE),"-7,853","-35,34",292
1,2,15,São José da Coroa Grande,São José da Coroa Grande (PE),"-8,866","-35,19",293
1,2,1,Anadia,Anadia (AL),"-9,663","-36,31",294
1,2,1,Arapiraca,Arapiraca (AL),"-9,749","-36,64",295
1,2,1,Atalaia,Atalaia (AL),"-9,506","-36,07",296
1,2,1,Barra de Santo Antônio,Barra de Santo Antônio (AL),"-9,38","-35,56",297
1,2,1,Barra de São Miguel,Barra de São Miguel (AL),"-9,813","-35,95",298
1,2,1,Boca da Mata,Boca da Mata (AL),"-9,666","-36,18",299
1,2,1,Branquinha,Branquinha (AL),"-9,224","-36,04",300
1,2,1,Cajueiro,Cajueiro (AL),"-9,385","-36,16",301
1,2,1,Campestre,Campestre (AL),"-8,894","-35,54",302
1,2,1,Campo Alegre,Campo Alegre (AL),"-9,81","-36,28",303
1,2,1,Capela,Capela (AL),"-9,343","-36,1",304
1,2,1,Colônia Leopoldina,Colônia Leopoldina (AL),"-8,942","-35,76",305
1,2,1,Coruripe,Coruripe (AL),"-10,09","-36,23",306
1,2,1,Flexeiras,Flexeiras (AL),"-9,245","-35,76",307
1,2,1,Ibateguara,Ibateguara (AL),"-8,954","-35,9",308
1,2,1,Igreja Nova,Igreja Nova (AL),"-10,14","-36,62",309
1,2,1,Jacuípe,Jacuípe (AL),"-8,884","-35,45",310
1,2,1,Japaratinga,Japaratinga (AL),"-9,083","-35,3",311
1,2,1,Jequiá da Praia,Jequiá da Praia (AL),"-9,921","-36,1",312
1,2,1,Joaquim Gomes,Joaquim Gomes (AL),"-9,079","-35,78",313
1,2,1,Junqueiro,Junqueiro (AL),"-9,858","-36,44",314
1,2,1,Maceió,Maceió (AL),"-9,523","-35,71",315
1,2,1,Maragogi,Maragogi (AL),"-8,952","-35,27",316
1,2,1,Marechal Deodoro,Marechal Deodoro (AL),"-9,716","-35,91",317
1,2,1,Matriz de Camaragibe,Matriz de Camaragibe (AL),"-9,109","-35,58",318
1,2,1,Messias,Messias (AL),"-9,343","-35,81",319
1,2,1,Murici,Murici (AL),"-9,292","-35,93",320
1,2,1,Novo Lino,Novo Lino (AL),"-8,968","-35,63",321
1,2,1,Paripueira,Paripueira (AL),"-9,436","-35,59",322
1,2,1,Passo de Camaragibe,Passo de Camaragibe (AL),"-9,253","-35,5",323
1,2,1,Pilar,Pilar (AL),"-9,613",-36,324
1,2,1,Porto de Pedras,Porto de Pedras (AL),"-9,144","-35,41",325
1,2,1,Quebrangulo,Quebrangulo (AL),"-9,303","-36,46",326
1,2,1,Santana do Mundaú,Santana do Mundaú (AL),"-9,128","-36,19",327
1,2,1,São José da Laje,São José da Laje (AL),"-8,988","-36,04",328
1,2,1,São Luís do Quitunde,São Luís do Quitunde (AL),"-9,25","-35,63",329
1,2,1,São Miguel dos Campos,São Miguel dos Campos (AL),"-9,767","-36,1",330
1,2,1,Tanque d'Arca,Tanque d'Arca (AL),"-9,559","-36,42",331
1,2,1,Teotônio Vilela,Teotônio Vilela (AL),"-9,964","-36,37",332
1,2,1,União dos Palmares,União dos Palmares (AL),"-9,121","-36,01",333
1,2,1,Viçosa,Viçosa (AL),"-9,362","-36,27",334
1,2,24,Arauá,Arauá (SE),"-11,26","-37,59",335
1,2,24,Areia Branca,Areia Branca (SE),"-10,79","-37,33",336
1,2,24,Cristinápolis,Cristinápolis (SE),"-11,48","-37,74",337
1,2,24,Estância,Estância (SE),"-11,25","-37,4",338
1,2,24,Indiaroba,Indiaroba (SE),"-11,48","-37,53",339
1,2,24,Itabaiana,Itabaiana (SE),"-10,69","-37,42",340
1,2,24,Itabaianinha,Itabaianinha (SE),"-11,26","-37,78",341
1,2,24,Itaporanga d'Ajuda,Itaporanga d'Ajuda (SE),"-11,06","-37,32",342
1,2,24,Japaratuba,Japaratuba (SE),"-10,55","-36,9",343
1,2,24,Japoatã,Japoatã (SE),"-10,44","-36,79",344
1,2,24,Lagarto,Lagarto (SE),"-10,9","-37,66",345
1,2,24,Neópolis,Neópolis (SE),"-10,35","-36,66",346
1,2,24,Nossa Senhora do Socorro,Nossa Senhora do Socorro (SE),"-10,86","-37,15",347
1,2,24,Pacatuba,Pacatuba (SE),"-10,52","-36,65",348
1,2,24,Riachão do Dantas,Riachão do Dantas (SE),"-11,03","-37,8",349
1,2,24,Salgado,Salgado (SE),"-11,06","-37,48",350
1,2,24,Santa Luzia do Itanhy,Santa Luzia do Itanhy (SE),"-11,36","-37,51",351
1,2,24,Santo Amaro das Brotas,Santo Amaro das Brotas (SE),"-10,77","-36,98",352
1,2,24,São Cristóvão,São Cristóvão (SE),"-10,96","-37,22",353
1,2,24,Tomar do Geru,Tomar do Geru (SE),"-11,36","-37,88",354
1,2,24,Umbaúba,Umbaúba (SE),"-11,4","-37,66",355
1,2,3,Acajutiba,Acajutiba (BA),"-11,67",-38,356
1,2,3,Água Fria,Água Fria (BA),"-11,83","-38,72",357
1,2,3,Alagoinhas,Alagoinhas (BA),"-12,12","-38,41",358
1,2,3,Alcobaça,Alcobaça (BA),"-17,47","-39,41",359
1,2,3,Aporá,Aporá (BA),"-11,72","-38,2",360
1,2,3,Araças,Araças (BA),"-12,18","-38,21",361
1,2,3,Aramari,Aramari (BA),"-12,04","-38,52",362
